Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle
2024-01-01,02:00:00,Monday,SHEPPARD STATION,MUI,0.0,0.0,N,YU,5491
2024-01-01,02:08:00,Monday,DUNDAS STATION,MUPAA,4.0,10.0,N,YU,6051
2024-01-01,02:13:00,Monday,KENNEDY BD STATION,PUTDN,10.0,16.0,E,BD,5284
2024-01-01,02:22:00,Monday,BLOOR STATION,MUPAA,4.0,10.0,N,YU,5986
2024-01-01,02:25:00,Monday,ST CLAIR STATION,MUPAA,3.0,9.0,N,YU,6051
2024-01-01,02:27:00,Monday,WOODBINE STATION,EUDO,7.0,13.0,E,BD,5077
2024-01-01,02:28:00,Monday,FINCH STATION,MUIRS,0.0,0.0,S,YU,5561
2024-01-01,02:30:00,Monday,DAVISVILLE STATION,MUI,13.0,19.0,N,YU,6051
2024-01-01,02:36:00,Monday,FINCH STATION,MUI,24.0,30.0,S,YU,5931
2024-01-01,02:45:00,Monday,COLLEGE STATION,MUIR,12.0,18.0,N,YU,5816
2024-01-01,03:01:00,Monday,LAWRENCE WEST STATION,SUDP,3.0,9.0,N,YU,5726
2024-01-01,08:42:00,Monday,SHEPPARD WEST STATION,TUNIP,6.0,12.0,N,YU,6016
2024-01-01,09:09:00,Monday,ST CLAIR STATION,PUOPO,7.0,13.0,S,YU,5811
2024-01-01,09:17:00,Monday,SUMMERHILL STATION,PUOPO,6.0,12.0,S,YU,5811
2024-01-01,09:45:00,Monday,QUEEN STATION,SUO,10.0,16.0,S,YUS,5601
2024-01-01,11:39:00,Monday,OLD MILL STATION,TUSC,3.0,7.0,E,BD,5291
2024-01-01,12:11:00,Monday,SPADINA YUS STATION,MUIR,0.0,0.0,N,YU,5732
2024-01-01,14:06:00,Monday,YONGE BD STATION,MUIR,0.0,0.0,E,BD,5284
2024-01-01,14:15:00,Monday,BLOOR STATION,MUIR,12.0,16.0,N,YU,5631
2024-01-01,15:15:00,Monday,LANSDOWNE STATION,MUDD,7.0,11.0,E,BD,5164
2024-01-01,15:38:00,Monday,COLLEGE STATION,MUPAA,4.0,8.0,N,YU,6061
2024-01-01,16:20:00,Monday,ROSEDALE STATION,SUDP,7.0,11.0,S,YU,6086
2024-01-01,17:35:00,Monday,ROSEDALE STATION,MUPAA,0.0,0.0,N,YU,5751
2024-01-01,19:54:00,Monday,DONLANDS STATION,SUUT,0.0,0.0,W,BD,5016
2024-01-01,20:52:00,Monday,QUEEN STATION,MUPAA,7.0,13.0,S,YU,5861
2024-01-01,21:07:00,Monday,KENNEDY BD STATION,MUNOA,6.0,12.0,W,BD,5226
2024-01-01,22:13:00,Monday,ST GEORGE YUS STATION,SUDP,0.0,0.0,S,YU,6601
2024-01-01,00:44:00,Monday,VAUGHAN MC STATION,MUPAA,0.0,0.0,S,YU,6021
2024-01-01,00:48:00,Monday,BLOOR STATION,SUO,0.0,0.0,S,YU,5776
2024-01-01,01:10:00,Monday,VAUGHAN MC STATION,MUO,8.0,14.0,S,YU,5921
2024-01-01,01:38:00,Monday,ST GEORGE YUS STATION,SUUT,0.0,0.0,N,YU,5796
2024-01-02,06:02:00,Tuesday,SPADINA BD STATION,TUSC,0.0,0.0,E,BD,5176
2024-01-02,07:40:00,Tuesday,DAVISVILLE STATION,SUDP,6.0,9.0,S,YU,6076
2024-01-02,07:45:00,Tuesday,ST GEORGE YUS STATION,MUIR,0.0,0.0,N,YU,5416
2024-01-02,08:38:00,Tuesday,BLOOR STATION,PUOPO,0.0,0.0,N,YU,5811
2024-01-02,08:44:00,Tuesday,ST CLAIR STATION,PUOPO,6.0,9.0,N,YU,5811
2024-01-02,08:51:00,Tuesday,DUNDAS STATION,MUSAN,3.0,6.0,N,YU,5451
2024-01-02,09:12:00,Tuesday,BROADVIEW STATION,EUME,9.0,12.0,W,BD,5004
2024-01-02,09:33:00,Tuesday,FINCH WEST STATION,MUIR,4.0,7.0,N,YU,5851
2024-01-02,11:48:00,Tuesday,QUEEN'S PARK STATION,SUO,0.0,0.0,S,YU,5791
2024-01-02,13:12:00,Tuesday,DOWNSVIEW PARK STATION,EUDO,5.0,10.0,N,YU,5806
2024-01-02,13:42:00,Tuesday,ST GEORGE YUS STATION,SUO,3.0,8.0,S,YU,5961
2024-01-02,13:46:00,Tuesday,EGLINTON STATION,MUI,3.0,8.0,N,YU,5576
2024-01-02,13:55:00,Tuesday,KEELE STATION,MUPAA,0.0,0.0,E,BD,5021
2024-01-02,14:03:00,Tuesday,NORTH YORK CTR STATION,SUDP,8.0,13.0,S,YU,5481
2024-01-02,14:36:00,Tuesday,ST GEORGE YUS STATION,SUDP,21.0,26.0,S,YU,6051
2024-01-02,15:09:00,Tuesday,KIPLING STATION,MUIR,3.0,6.0,E,BD,5017
2024-01-02,15:12:00,Tuesday,MUSEUM STATION,SUDP,8.0,13.0,S,YU,5886
2024-01-02,15:43:00,Tuesday,KEELE STATION,TUNIP,3.0,6.0,W,BD,5037
2024-01-02,15:54:00,Tuesday,DAVISVILLE STATION,MUDD,6.0,11.0,N,YU,5441
2024-01-02,16:05:00,Tuesday,ISLINGTON STATION,TUSC,0.0,0.0,E,BD,5307
2024-01-02,16:31:00,Tuesday,DONLANDS STATION,MUSC,0.0,0.0,W,BD,5029
2024-01-02,16:32:00,Tuesday,PIONEER VILLAGE STATIO,SUO,0.0,0.0,S,YU,5551
2024-01-02,18:00:00,Tuesday,WOODBINE STATION,MUSC,0.0,0.0,E,BD,5098
2024-01-02,18:09:00,Tuesday,COLLEGE STATION,MUDD,10.0,13.0,S,YU,6001
2024-01-02,18:38:00,Tuesday,BLOOR STATION,SUO,16.0,20.0,S,YU,5881
2024-01-02,18:41:00,Tuesday,YONGE BD STATION,SUO,16.0,20.0,W,BD,5063
2024-01-02,19:01:00,Tuesday,BLOOR STATION,SUO,24.0,27.0,N,YU,5961
2024-01-02,19:01:00,Tuesday,YONGE BD STATION,SUO,24.0,29.0,E,BD,5044
2024-01-02,19:34:00,Tuesday,ROSEDALE STATION,SUO,20.0,23.0,S,YU,6016
2024-01-02,20:12:00,Tuesday,WARDEN STATION,TUO,3.0,8.0,W,BD,5212
2024-01-02,20:38:00,Tuesday,WELLESLEY STATION,MUIRS,0.0,0.0,N,YU,5561
2024-01-02,20:40:00,Tuesday,EGLINTON STATION,SUEAS,9.0,14.0,S,YU,6091
2024-01-02,23:33:00,Tuesday,WARDEN STATION,TUS,4.0,9.0,E,BD,5098
2024-01-02,00:08:00,Tuesday,KENNEDY BD STATION,SUDP,5.0,10.0,W,BD,5049
2024-01-02,01:59:00,Tuesday,JANE STATION,SUUT,0.0,0.0,W,BD,5004
2024-01-02,05:27:00,Tuesday,SHEPPARD-YONGE STATION,TUSC,0.0,0.0,E,SHP,6191
2024-01-02,05:39:00,Tuesday,DON MILLS STATION,MUSC,0.0,0.0,W,SHP,6196
2024-01-02,16:07:00,Tuesday,BAYVIEW STATION,SUDP,4.0,11.0,W,SHP,6146
2024-01-03,07:17:00,Wednesday,DUNDAS STATION,MUPAA,3.0,6.0,S,YU,5796
2024-01-03,08:34:00,Wednesday,UNION STATION,SUDP,0.0,0.0,N,YU,6125
2024-01-03,08:48:00,Wednesday,DUNDAS STATION,SUDP,0.0,0.0,S,YU,5984
2024-01-03,11:32:00,Wednesday,VICTORIA PARK STATION,EUCA,4.0,8.0,W,BD,5180
2024-01-03,11:54:00,Wednesday,LANSDOWNE STATION,EUSC,0.0,0.0,E,BD,5213
2024-01-03,12:30:00,Wednesday,EGLINTON STATION,TUOS,0.0,0.0,S,YU,5796
2024-01-03,12:50:00,Wednesday,DAVISVILLE STATION,MUSAN,5.0,10.0,N,YU,5971
2024-01-03,12:55:00,Wednesday,SHEPPARD STATION,MUPAA,0.0,0.0,N,YU,5976
2024-01-03,13:30:00,Wednesday,YONGE BD STATION,MUSAN,9.0,13.0,W,BD,5310
2024-01-03,15:25:00,Wednesday,MAIN STREET STATION,SUUT,0.0,0.0,E,BD,5168
2024-01-03,15:26:00,Wednesday,EGLINTON STATION,MUIR,5.0,10.0,N,YU,5436
2024-01-03,15:35:00,Wednesday,BLOOR STATION,SUO,0.0,0.0,N,YU,5856
2024-01-03,15:37:00,Wednesday,YONGE BD STATION,SUO,0.0,0.0,W,BD,5259
2024-01-03,15:57:00,Wednesday,FINCH WEST STATION,PUOPO,0.0,0.0,S,YU,5991
2024-01-03,17:23:00,Wednesday,LAWRENCE WEST STATION,SUO,0.0,0.0,S,YU,6016
2024-01-03,17:30:00,Wednesday,SHERBOURNE STATION,MUPR1,26.0,29.0,W,BD,5244
2024-01-03,17:42:00,Wednesday,ROSEDALE STATION,PUSAC,12.0,15.0,N,YU,5621
2024-01-03,17:52:00,Wednesday,WELLESLEY STATION,MUPAA,3.0,6.0,N,YU,6061
2024-01-03,18:19:00,Wednesday,LAWRENCE STATION,SUO,8.0,11.0,S,YU,5651
2024-01-03,19:34:00,Wednesday,DONLANDS STATION,SUO,5.0,10.0,W,BD,5004
2024-01-03,20:10:00,Wednesday,VAUGHAN MC STATION,EUPI,43.0,47.0,S,YU,6111
2024-01-03,20:47:00,Wednesday,BAY STATION,SUO,4.0,9.0,W,BD,5141
2024-01-03,20:52:00,Wednesday,EGLINTON STATION,PUOPO,4.0,9.0,S,YU,5906
2024-01-03,21:02:00,Wednesday,BLOOR STATION,SUO,6.0,11.0,N,YU,5636
2024-01-03,21:05:00,Wednesday,YONGE BD STATION,SUO,0.0,0.0,E,BD,5043
2024-01-03,23:22:00,Wednesday,WARDEN STATION,SUDP,0.0,0.0,E,BD,5019
2024-01-03,00:20:00,Wednesday,WILSON STATION,PUOPO,0.0,0.0,N,YU,5906
2024-01-03,00:24:00,Wednesday,SHEPPARD WEST STATION,PUOPO,8.0,13.0,N,YU,5906
2024-01-03,01:35:00,Wednesday,KIPLING STATION,MUTO,3.0,0.0,E,BD,5299
2024-01-03,23:17:00,Wednesday,BESSARION STATION,MUPAA,0.0,0.0,E,SHP,6191
2024-01-04,06:16:00,Thursday,ST GEORGE YUS STATION,EUOPO,0.0,0.0,N,YU,5651
2024-01-04,06:52:00,Thursday,NORTH YORK CTR STATION,PUOPO,5.0,8.0,S,YU,6046
2024-01-04,06:56:00,Thursday,BLOOR STATION,SUAP,0.0,0.0,S,YU,5456
2024-01-04,06:58:00,Thursday,SHEPPARD STATION,PUOPO,3.0,6.0,S,YU,6046
2024-01-04,07:28:00,Thursday,WOODBINE STATION,MUDD,4.0,7.0,W,BD,5203
2024-01-04,07:28:00,Thursday,MAIN STREET STATION,MUDD,0.0,0.0,W,BD,5203
2024-01-04,07:45:00,Thursday,FINCH STATION,PUOPO,0.0,0.0,S,YU,5836
2024-01-04,07:46:00,Thursday,SPADINA YUS STATION,SUDP,6.0,9.0,N,YU,5971
2024-01-04,07:48:00,Thursday,NORTH YORK CTR STATION,PUOPO,7.0,10.0,S,YU,5836
2024-01-04,07:55:00,Thursday,MAIN STREET STATION,PUSSW,4.0,7.0,W,BD,5200
2024-01-04,07:55:00,Thursday,WOODBINE STATION,PUSSW,4.0,7.0,E,BD,5134
2024-01-04,08:03:00,Thursday,UNION STATION,PUSRA,9.0,12.0,N,YU,5571
2024-01-04,08:21:00,Thursday,LAWRENCE STATION,TUO,7.0,10.0,N,YU,5881
2024-01-04,09:20:00,Thursday,ROSEDALE STATION,MUATC,5.0,8.0,N,YU,5976
2024-01-04,09:30:00,Thursday,DUNDAS WEST STATION,TUMVS,8.0,11.0,W,BD,5061
2024-01-04,09:40:00,Thursday,KEELE STATION,MUO,0.0,0.0,W,BD,5061
2024-01-04,09:59:00,Thursday,EGLINTON STATION,SUEAS,6.0,11.0,N,YU,5421
2024-01-04,10:16:00,Thursday,DUNDAS STATION,SUO,5.0,10.0,N,YU,5661
2024-01-04,10:25:00,Thursday,DUNDAS WEST STATION,MUIRS,6.0,10.0,W,BD,5068
2024-01-04,10:32:00,Thursday,YORK UNIVERSITY STATIO,PUOPO,6.0,10.0,S,YU,5811
2024-01-04,10:38:00,Thursday,WILSON STATION,PUOPO,3.0,6.0,N,YU,5906
2024-01-04,10:39:00,Thursday,FINCH WEST STATION,PUOPO,4.0,7.0,S,YU,5811
2024-01-04,10:42:00,Thursday,SHEPPARD WEST STATION,PUOPO,3.0,6.0,N,YU,5906
2024-01-04,10:59:00,Thursday,WARDEN STATION,MUDD,8.0,12.0,W,BD,5369
2024-01-04,11:10:00,Thursday,WARDEN STATION,PUSSW,92.0,96.0,E,BD,5093
2024-01-04,11:18:00,Thursday,SUMMERHILL STATION,SUO,3.0,8.0,S,YU,5956
2024-01-04,11:35:00,Thursday,ROSEDALE STATION,PUSAC,4.0,9.0,N,YU,5676
2024-01-04,12:00:00,Thursday,VICTORIA PARK STATION,MUPAA,0.0,0.0,E,BD,5096
2024-01-04,12:26:00,Thursday,ISLINGTON STATION,MUSC,6.0,10.0,E,BD,5239
2024-01-04,12:30:00,Thursday,ROSEDALE STATION,PUSAC,4.0,8.0,N,YU,5821
2024-01-04,12:44:00,Thursday,ST PATRICK STATION,SUG,0.0,0.0,N,YU,5551
2024-01-04,12:58:00,Thursday,ST GEORGE BD STATION,TUSC,0.0,0.0,W,BD,5271
2024-01-04,13:12:00,Thursday,LAWRENCE WEST STATION,SUUT,0.0,0.0,S,YU,5516
2024-01-04,13:28:00,Thursday,UNION STATION,SUDP,0.0,0.0,N,YU,6016
2024-01-04,13:58:00,Thursday,FINCH STATION,MUSAN,5.0,10.0,S,YU,5386
2024-01-04,14:20:00,Thursday,YORK MILLS STATION,MUI,17.0,22.0,S,YU,5581
2024-01-04,14:27:00,Thursday,CHRISTIE STATION,SUO,0.0,0.0,W,BD,5310
2024-01-04,15:23:00,Thursday,HIGH PARK STATION,SUDP,3.0,7.0,W,BD,5203
2024-01-04,15:47:00,Thursday,COLLEGE STATION,SUUT,0.0,0.0,N,YU,5546
2024-01-04,15:52:00,Thursday,BLOOR STATION,SUO,0.0,0.0,N,YU,5951
2024-01-04,16:05:00,Thursday,MUSEUM STATION,EUDO,14.0,17.0,S,YU,6061
2024-01-04,16:31:00,Thursday,ST CLAIR STATION,PUOPO,4.0,7.0,N,YU,5589
2024-01-04,16:34:00,Thursday,NORTH YORK CTR STATION,SUO,0.0,0.0,S,YU,5651
2024-01-04,16:42:00,Thursday,LAWRENCE STATION,PUOPO,3.0,6.0,N,YU,5896
2024-01-04,16:54:00,Thursday,ST CLAIR STATION,MUATC,5.0,8.0,S,YU,5781
2024-01-04,18:59:00,Thursday,BROADVIEW STATION,MUSC,3.0,6.0,E,BD,5365
2024-01-04,19:25:00,Thursday,BLOOR STATION,SUDP,4.0,11.0,N,YU,5516
2024-01-04,19:43:00,Thursday,FINCH STATION,TUNIP,5.0,8.0,S,YU,5891
2024-01-04,20:21:00,Thursday,BLOOR STATION,SUSA,0.0,0.0,N,YU,5906
2024-01-04,21:40:00,Thursday,DUNDAS STATION,SUO,0.0,0.0,S,YU,5431
2024-01-04,22:02:00,Thursday,ISLINGTON STATION,MUSC,0.0,0.0,E,BD,5350
2024-01-04,22:38:00,Thursday,SHEPPARD STATION,SUO,0.0,0.0,N,YU,5771
2024-01-04,00:15:00,Thursday,WOODBINE STATION,SUO,16.0,21.0,E,BD,5168
2024-01-04,01:58:00,Thursday,KENNEDY BD STATION,MUIS,0.0,0.0,W,BD,5150
2024-01-04,19:12:00,Thursday,DON MILLS STATION,SUDP,5.0,12.0,W,SHP,6146
2024-01-04,23:56:00,Thursday,SHEPPARD-YONGE STATION,SUDP,11.0,18.0,E,SHP,6176
2024-01-05,06:27:00,Friday,LAWRENCE STATION,PUOPO,4.0,7.0,N,YU,5896
2024-01-05,06:30:00,Friday,ROYAL YORK STATION,EUSC,0.0,0.0,E,BD,5321
2024-01-05,06:30:00,Friday,BAY STATION,SUUT,0.0,0.0,E,BD,5134
2024-01-05,07:13:00,Friday,GREENWOOD STATION,EUME,3.0,6.0,E,BD,5081
2024-01-05,07:24:00,Friday,BLOOR STATION,SUO,3.0,6.0,S,YU,5471
2024-01-05,07:28:00,Friday,ST GEORGE YUS STATION,MUIR,0.0,0.0,N,YU,5601
2024-01-05,08:18:00,Friday,ST GEORGE YUS STATION,SUDP,0.0,0.0,S,YU,5711
2024-01-05,08:34:00,Friday,BLOOR STATION,MUIR,0.0,0.0,N,YU,5531
2024-01-05,08:38:00,Friday,VAUGHAN MC STATION,MUATC,3.0,6.0,S,YU,5391
2024-01-05,08:51:00,Friday,DUFFERIN STATION,MUPAA,0.0,0.0,E,BD,5089
2024-01-05,08:53:00,Friday,BLOOR STATION,SUDP,8.0,11.0,N,YU,6081
2024-01-05,08:57:00,Friday,ISLINGTON STATION,EUBK,12.0,15.0,W,BD,5129
2024-01-05,09:11:00,Friday,BLOOR STATION,SUDP,0.0,0.0,N,YU,5546
2024-01-05,09:43:00,Friday,VICTORIA PARK STATION,MUSAN,3.0,6.0,E,BD,5119
2024-01-05,10:23:00,Friday,KENNEDY BD STATION,SUDP,0.0,0.0,W,BD,5344
2024-01-05,11:39:00,Friday,MAIN STREET STATION,SUAE,17.0,21.0,E,BD,5269
2024-01-05,12:23:00,Friday,SHEPPARD WEST STATION,MUIR,0.0,0.0,S,YU,5911
2024-01-05,12:43:00,Friday,VAUGHAN MC STATION,MUI,0.0,0.0,S,YU,5496
2024-01-05,13:26:00,Friday,COLLEGE STATION,SUDP,4.0,9.0,N,YU,5781
2024-01-05,13:53:00,Friday,WELLESLEY STATION,MUPAA,0.0,0.0,N,YU,5831
2024-01-05,14:15:00,Friday,WILSON STATION,SUUT,0.0,0.0,N,YU,6031
2024-01-05,15:26:00,Friday,COXWELL STATION,TUNIP,5.0,9.0,E,BD,5029
2024-01-05,15:45:00,Friday,BATHURST STATION,SUO,0.0,0.0,W,BD,5213
2024-01-05,16:27:00,Friday,CHESTER STATION,TUSC,0.0,0.0,E,BD,5304
2024-01-05,16:33:00,Friday,YORK MILLS STATION,SUDP,12.0,15.0,N,YU,6021
2024-01-05,16:46:00,Friday,SUMMERHILL STATION,PUOPO,0.0,0.0,N,YU,5676
2024-01-05,17:13:00,Friday,FINCH WEST STATION,MUPAA,3.0,6.0,N,YU,5616
2024-01-05,17:25:00,Friday,LAWRENCE STATION,PUOPO,4.0,7.0,N,YU,5896
2024-01-05,17:28:00,Friday,KEELE STATION,SUDP,9.0,18.0,N,BD,8302
2024-01-05,17:50:00,Friday,UNION STATION,MUIR,7.0,10.0,N,YU,6126
2024-01-05,17:54:00,Friday,COLLEGE STATION,MUPAA,3.0,6.0,S,YU,5661
2024-01-05,18:15:00,Friday,BLOOR STATION,SUO,22.0,25.0,S,YU,5941
2024-01-05,18:20:00,Friday,YONGE BD STATION,SUO,22.0,25.0,E,BD,5213
2024-01-05,18:21:00,Friday,ST GEORGE YUS STATION,EUDO,4.0,7.0,N,YU,6046
2024-01-05,19:17:00,Friday,COLLEGE STATION,SUO,0.0,0.0,S,YU,6116
2024-01-05,19:34:00,Friday,ST GEORGE BD STATION,MUI,13.0,18.0,W,BD,5130
2024-01-05,19:40:00,Friday,COXWELL STATION,SUDP,6.0,11.0,W,BD,5137
2024-01-05,19:45:00,Friday,YONGE BD STATION,MUIR,4.0,9.0,E,BD,5222
2024-01-05,19:48:00,Friday,UNION STATION,MUPAA,3.0,6.0,N,YU,6076
2024-01-05,19:53:00,Friday,LAWRENCE WEST STATION,SUO,0.0,0.0,S,YU,5996
2024-01-05,21:01:00,Friday,BROADVIEW STATION,MUIR,8.0,13.0,E,BD,5369
2024-01-05,21:33:00,Friday,WARDEN STATION,SUDP,0.0,0.0,E,BD,5049
2024-01-05,21:37:00,Friday,YORK MILLS STATION,MUPAA,3.0,8.0,N,YU,5036
2024-01-05,21:40:00,Friday,YORK MILLS STATION,SUO,15.0,20.0,S,YU,6116
2024-01-05,21:50:00,Friday,SHEPPARD STATION,MUPAA,0.0,0.0,N,YU,5636
2024-01-05,22:13:00,Friday,FINCH STATION,SUUT,14.0,19.0,N,YU,5931
2024-01-05,01:04:00,Friday,COXWELL STATION,SUUT,0.0,0.0,W,BD,5315
2024-01-05,01:08:00,Friday,DUFFERIN STATION,SUG,0.0,0.0,W,BD,5175
2024-01-05,01:21:00,Friday,EGLINTON STATION,SUEAS,20.0,25.0,N,YU,6136
2024-01-06,06:25:00,Saturday,DOWNSVIEW PARK STATION,PUOPO,7.0,13.0,S,YU,6106
2024-01-06,06:33:00,Saturday,SHEPPARD WEST STATION,PUOPO,6.0,12.0,S,YU,6106
2024-01-06,08:52:00,Saturday,BROADVIEW STATION,PUSI,0.0,0.0,W,BD,5139
2024-01-06,08:54:00,Saturday,BROADVIEW STATION,PUSI,8.0,13.0,W,BD,5139
2024-01-06,09:16:00,Saturday,CHRISTIE STATION,SUDP,8.0,13.0,W,BD,5171
2024-01-06,10:35:00,Saturday,CHRISTIE STATION,SUUT,0.0,0.0,E,BD,5089
2024-01-06,10:44:00,Saturday,CHRISTIE STATION,SUDP,0.0,0.0,E,BD,5315
2024-01-06,12:03:00,Saturday,LANSDOWNE STATION,SUUT,12.0,16.0,E,BD,5168
2024-01-06,12:09:00,Saturday,LANSDOWNE STATION,MUO,4.0,8.0,E,BD,5168
2024-01-06,12:39:00,Saturday,CHESTER STATION,SUO,7.0,11.0,E,BD,5295
2024-01-06,12:43:00,Saturday,DUNDAS WEST STATION,SUUT,0.0,0.0,W,BD,5252
2024-01-06,12:59:00,Saturday,VICTORIA PARK STATION,SUUT,0.0,0.0,E,BD,5102
2024-01-06,13:11:00,Saturday,BAY STATION,SUDP,3.0,7.0,E,BD,5031
2024-01-06,13:33:00,Saturday,FINCH STATION,SUDP,27.0,31.0,S,YU,5546
2024-01-06,13:45:00,Saturday,SPADINA YUS STATION,MUIS,13.0,17.0,S,YU,6071
2024-01-06,14:05:00,Saturday,YORK MILLS STATION,SUUT,3.0,7.0,N,YU,5891
2024-01-06,14:17:00,Saturday,SHEPPARD STATION,SUDP,0.0,0.0,S,YU,5636
2024-01-06,14:24:00,Saturday,OSSINGTON STATION,TUSC,3.0,7.0,E,YU,5089
2024-01-06,14:33:00,Saturday,BLOOR STATION,PUSCR,4.0,8.0,S,YU,5716
2024-01-06,14:45:00,Saturday,YONGE BD STATION,MUD,8.0,12.0,W,BD,5106
2024-01-06,15:31:00,Saturday,SPADINA BD STATION,MUIR,3.0,7.0,E,BD,5049
2024-01-06,15:55:00,Saturday,UNION STATION,MUPAA,4.0,8.0,N,YU,5761
2024-01-06,17:31:00,Saturday,VAUGHAN MC STATION,TUNOA,4.0,8.0,S,YU,5916
2024-01-06,17:34:00,Saturday,UNION STATION,SUUT,5.0,9.0,N,YU,5516
2024-01-06,18:48:00,Saturday,DUNDAS WEST STATION,MUPAA,3.0,7.0,E,BD,5031
2024-01-06,18:49:00,Saturday,DONLANDS STATION,PUSI,0.0,0.0,W,BD,5360
2024-01-06,19:12:00,Saturday,MAIN STREET STATION,SUDP,10.0,15.0,E,BD,5176
2024-01-06,19:13:00,Saturday,KENNEDY BD STATION,MUI,0.0,0.0,W,YU,5149
2024-01-06,19:59:00,Saturday,KIPLING STATION,EUAC,5.0,10.0,E,BD,5052
2024-01-06,20:30:00,Saturday,SHEPPARD WEST STATION,MUTO,4.0,8.0,N,YU,5806
2024-01-06,20:43:00,Saturday,WOODBINE STATION,TUSC,0.0,0.0,W,BD,5213
2024-01-06,22:33:00,Saturday,FINCH STATION,TUSET,6.0,12.0,S,YU,5906
2024-01-06,22:45:00,Saturday,VICTORIA PARK STATION,PUSSW,6.0,12.0,E,BD,5031
2024-01-06,23:06:00,Saturday,DUFFERIN STATION,MUTO,0.0,0.0,E,BD,5146
2024-01-06,00:24:00,Saturday,BLOOR STATION,SUROB,6.0,12.0,N,YU,5611
2024-01-06,00:34:00,Saturday,COLLEGE STATION,SUUT,7.0,13.0,S,YU,5866
2024-01-06,00:37:00,Saturday,YONGE BD STATION,SUO,0.0,0.0,E,BD,5173
2024-01-06,01:59:00,Saturday,ST CLAIR WEST STATION,MUFS,6.0,12.0,N,YU,6076
2024-01-06,13:23:00,Saturday,SHEPPARD-YONGE STATION,SUDP,8.0,15.0,E,SHP,6191
2024-01-07,08:25:00,Sunday,UNION STATION,TUATC,3.0,0.0,N,YU,5651
2024-01-07,08:53:00,Sunday,KEELE STATION,MUSC,0.0,0.0,W,BD,5139
2024-01-07,09:12:00,Sunday,DUFFERIN STATION,MUIRS,0.0,0.0,W,BD,5318
2024-01-07,10:17:00,Sunday,BAYVIEW STATION,SUUT,50.0,57.0,E,SHP,6166
2024-01-07,11:11:00,Sunday,EGLINTON STATION,PUOPO,6.0,10.0,S,YU,5906
2024-01-07,11:51:00,Sunday,ST GEORGE YUS STATION,EUDO,10.0,14.0,S,YU,5631
2024-01-07,12:03:00,Sunday,WARDEN STATION,EUNT,12.0,16.0,W,BD,5063
2024-01-07,12:06:00,Sunday,WILSON STATION,PUOPO,6.0,10.0,N,YU,5906
2024-01-07,13:18:00,Sunday,EGLINTON WEST STATION,MUSAN,5.0,9.0,N,YU,5386
2024-01-07,13:33:00,Sunday,QUEEN STATION,SUUT,6.0,10.0,N,YU,5926
2024-01-07,13:59:00,Sunday,VICTORIA PARK STATION,TUO,0.0,0.0,E,BD,5242
2024-01-07,14:02:00,Sunday,EGLINTON STATION,PUOPO,5.0,9.0,S,YU,5906
2024-01-07,15:18:00,Sunday,FINCH STATION,SUDP,0.0,0.0,S,YU,5736
2024-01-07,15:35:00,Sunday,COLLEGE STATION,SUDP,0.0,0.0,S,YU,5811
2024-01-07,15:40:00,Sunday,KENNEDY BD STATION,MUI,4.0,8.0,W,BD,5315
2024-01-07,16:38:00,Sunday,EGLINTON STATION,PUOPO,0.0,0.0,S,YU,5906
2024-01-07,17:14:00,Sunday,COXWELL STATION,TUSC,0.0,0.0,E,BD,5299
2024-01-07,17:33:00,Sunday,DAVISVILLE STATION,SUO,0.0,0.0,S,YU,5681
2024-01-07,17:57:00,Sunday,EGLINTON WEST STATION,SUDP,0.0,0.0,S,YU,5861
2024-01-07,19:43:00,Sunday,EGLINTON WEST STATION,MUIR,14.0,20.0,S,YU,5731
2024-01-07,20:19:00,Sunday,ST CLAIR WEST STATION,MUSAN,6.0,12.0,S,YU,5451
2024-01-07,20:49:00,Sunday,DUNDAS STATION,SUAP,0.0,0.0,N,YU,5703
2024-01-07,22:08:00,Sunday,PAPE STATION,SUG,6.0,12.0,E,BD,5168
2024-01-07,23:31:00,Sunday,BLOOR STATION,SUUT,4.0,10.0,S,YU,5836
2024-01-07,00:12:00,Sunday,VAUGHAN MC STATION,MUIR,6.0,12.0,S,YU,6014
2024-01-07,01:50:00,Sunday,KENNEDY BD STATION,SUO,0.0,0.0,E,BD,5253
2024-01-08,02:40:00,Monday,VAUGHAN MC STATION,MUI,0.0,0.0,S,YU,5996
2024-01-08,06:58:00,Monday,CASTLE FRANK STATION,EUSC,0.0,0.0,W,BD,5321
2024-01-08,07:06:00,Monday,ST GEORGE BD STATION,EUSC,3.0,6.0,W,BD,5321
2024-01-08,08:01:00,Monday,PAPE STATION,MUSAN,3.0,6.0,E,BD,5265
2024-01-08,08:47:00,Monday,BATHURST STATION,MUSC,0.0,0.0,E,BD,5371
2024-01-08,12:10:00,Monday,EGLINTON STATION,SUEAS,12.0,17.0,N,YU,5811
2024-01-08,14:17:00,Monday,KIPLING STATION,MUSAN,0.0,0.0,E,BD,5049
2024-01-08,15:54:00,Monday,PAPE STATION,MUDD,4.0,7.0,W,BD,5144
2024-01-08,16:05:00,Monday,BAY STATION,SUDP,3.0,6.0,W,BD,5144
2024-01-08,17:25:00,Monday,ST CLAIR WEST STATION,PUOPO,0.0,0.0,N,YU,5921
2024-01-08,17:31:00,Monday,DUPONT STATION,SUUT,3.0,6.0,S,YU,5711
