Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle
2024-02-02,12:46:00,Friday,LAWRENCE STATION,MUPAA,3.0,8.0,S,YU,5791
2024-02-02,13:35:00,Friday,VICTORIA PARK STATION,PUCSS,0.0,0.0,W,BD,5240
2024-02-02,13:49:00,Friday,ST CLAIR STATION,MUATC,3.0,7.0,N,YU,5521
2024-02-02,14:13:00,Friday,YORK MILLS STATION,SUDP,5.0,10.0,N,YU,5846
2024-02-02,15:10:00,Friday,EGLINTON STATION,SUDP,6.0,11.0,S,YU,5676
2024-02-02,15:34:00,Friday,KING STATION,MUDD,6.0,11.0,S,YU,5626
2024-02-02,16:01:00,Friday,NORTH YORK CTR STATION,MUPR1,78.0,81.0,S,YU,5651
2024-02-02,17:10:00,Friday,BLOOR STATION,SUAP,0.0,0.0,S,YU,5751
2024-02-02,17:36:00,Friday,MAIN STREET STATION,MUSC,0.0,0.0,W,BD,5262
2024-02-02,17:37:00,Friday,NORTH YORK CTR STATION,EUNT,10.0,13.0,N,YU,5971
2024-02-02,17:53:00,Friday,QUEEN STATION,MUPAA,3.0,6.0,N,YU,6036
2024-02-02,18:08:00,Friday,NORTH YORK CTR STATION,MUDD,9.0,16.0,N,YU,5621
2024-02-02,18:43:00,Friday,DUNDAS STATION,SUDP,3.0,6.0,N,YU,5431
2024-02-02,19:37:00,Friday,UNION STATION TO FINCH,MUPAA,4.0,9.0,N,YU,5856
2024-02-02,20:03:00,Friday,BLOOR STATION,MUIR,6.0,11.0,S,YU,5512
2024-02-02,21:15:00,Friday,BROADVIEW STATION,SUO,0.0,0.0,E,BD,5209
2024-02-02,22:14:00,Friday,LAWRENCE STATION,MUI,17.0,23.0,S,YU,5836
2024-02-02,23:35:00,Friday,BROADVIEW STATION,MUI,17.0,22.0,E,BD,5254
2024-02-02,23:45:00,Friday,ST GEORGE BD STATION,MUO,3.0,8.0,E,BD,5254
2024-02-02,00:54:00,Friday,QUEEN STATION,SUO,15.0,20.0,N,YU,6011
2024-02-02,01:03:00,Friday,UNION STATION,MUIR,12.0,20.0,N,YU,5816
2024-02-02,10:46:00,Friday,DON MILLS STATION,TUO,3.0,10.0,E,SHP,6151
2024-02-02,13:48:00,Friday,DON MILLS STATION,MUSC,0.0,0.0,W,SHP,6176
2024-02-03,05:59:00,Saturday,KIPLING STATION,SUG,5.0,10.0,E,BD,5162
2024-02-03,06:34:00,Saturday,WILSON STATION,TUO,12.0,0.0,N,YU,6051
2024-02-03,07:43:00,Saturday,COLLEGE STATION,MUIRS,0.0,0.0,N,YU,6121
2024-02-03,09:33:00,Saturday,BATHURST STATION,MUIR,3.0,8.0,E,BD,5056
2024-02-03,09:47:00,Saturday,OLD MILL STATION,SUO,0.0,0.0,E,BD,5298
2024-02-03,09:50:00,Saturday,JANE STATION,SUDP,12.0,17.0,E,BD,5298
2024-02-03,10:33:00,Saturday,BLOOR STATION,SUO,0.0,0.0,S,YU,5946
2024-02-03,10:43:00,Saturday,GREENWOOD STATION,MUDD,6.0,11.0,E,BD,5201
2024-02-03,11:04:00,Saturday,WILSON STATION,PUSRA,4.0,8.0,S,YU,5906
2024-02-03,11:21:00,Saturday,EGLINTON STATION,PUOPO,0.0,0.0,S,YU,5841
2024-02-03,11:22:00,Saturday,ST GEORGE YUS STATION,MUPAA,4.0,8.0,S,YU,5691
2024-02-03,11:42:00,Saturday,EGLINTON STATION,SUDP,0.0,0.0,N,YU,5736
2024-02-03,11:43:00,Saturday,WILSON STATION,PUOPO,0.0,0.0,S,YU,5786
2024-02-03,11:46:00,Saturday,YORKDALE STATION,PUOPO,5.0,9.0,S,YU,5786
2024-02-03,12:08:00,Saturday,EGLINTON STATION,PUOPO,6.0,10.0,S,YU,5876
2024-02-03,12:25:00,Saturday,GREENWOOD STATION,SUG,6.0,10.0,W,BD,5089
2024-02-03,13:09:00,Saturday,EGLINTON STATION,PUOPO,7.0,11.0,S,YU,5536
2024-02-03,13:26:00,Saturday,DUNDAS STATION,SUO,0.0,0.0,N,YU,5876
2024-02-03,13:32:00,Saturday,QUEEN STATION,PUTDN,53.0,57.0,S,YU,5831
2024-02-03,14:23:00,Saturday,KING STATION,SUO,0.0,0.0,N,YU,5736
2024-02-03,14:25:00,Saturday,WILSON STATION,TUNIP,4.0,8.0,S,YU,6121
2024-02-03,15:52:00,Saturday,MAIN STREET STATION,SUUT,0.0,0.0,W,BD,5068
2024-02-03,18:45:00,Saturday,LAWRENCE STATION,SUO,21.0,26.0,N,YU,5931
2024-02-03,19:00:00,Saturday,SPADINA BD STATION,SUDP,14.0,20.0,W,BD,5096
2024-02-03,19:15:00,Saturday,SPADINA YUS STATION,SUO,0.0,0.0,S,YU,5846
2024-02-03,19:15:00,Saturday,SPADINA BD STATION,SUO,0.0,0.0,W,BD,5194
2024-02-03,19:28:00,Saturday,EGLINTON STATION,PUOPO,11.0,16.0,S,YU,6061
2024-02-03,20:02:00,Saturday,VICTORIA PARK STATION,SUDP,0.0,0.0,E,BD,5209
2024-02-03,21:38:00,Saturday,QUEEN STATION,SUO,17.0,22.0,S,YU,6106
2024-02-03,22:08:00,Saturday,ST GEORGE YUS STATION,MUSAN,5.0,10.0,N,YU,5541
2024-02-03,22:24:00,Saturday,ROSEDALE STATION,SUDP,14.0,19.0,N,YU,5801
2024-02-03,22:33:00,Saturday,EGLINTON STATION,PUOPO,5.0,10.0,S,YU,6061
2024-02-03,23:19:00,Saturday,BAY STATION,SUDP,4.0,10.0,E,BD,5300
2024-02-03,23:44:00,Saturday,FINCH STATION,MUIR,5.0,10.0,S,YU,5876
2024-02-03,00:06:00,Saturday,FINCH STATION,MUI,0.0,0.0,S,YU,5396
2024-02-03,01:27:00,Saturday,EGLINTON STATION,PUOPO,7.0,13.0,S,YU,6061
2024-02-03,02:36:00,Saturday,SHEPPARD-YONGE STATION,TUCC,0.0,0.0,W,SHP,6166
2024-02-04,07:36:00,Sunday,SHEPPARD STATION,TUATC,0.0,0.0,S,YU,5761
2024-02-04,07:57:00,Sunday,LAWRENCE STATION,SUUT,16.0,0.0,S,YU,5841
2024-02-04,08:06:00,Sunday,EGLINTON STATION,SUUT,20.0,0.0,N,YU,5806
2024-02-04,08:14:00,Sunday,KIPLING STATION,SUG,6.0,12.0,E,BD,5296
2024-02-04,08:38:00,Sunday,KIPLING STATION,SUG,6.0,12.0,E,BD,5318
2024-02-04,09:32:00,Sunday,SHERBOURNE STATION,MUIS,0.0,0.0,W,BD,5291
2024-02-04,09:53:00,Sunday,WARDEN STATION,SUAP,0.0,0.0,W,BD,5041
2024-02-04,09:56:00,Sunday,WELLESLEY STATION,SUUT,24.0,29.0,N,YU,6056
2024-02-04,10:02:00,Sunday,EGLINTON STATION,PUOPO,4.0,10.0,S,YU,6021
2024-02-04,10:41:00,Sunday,WARDEN STATION,MUDD,4.0,10.0,W,BD,5159
2024-02-04,10:57:00,Sunday,EGLINTON STATION,PUOPO,3.0,7.0,S,YU,6021
2024-02-04,11:42:00,Sunday,GLENCAIRN STATION,PUOPO,0.0,0.0,S,YU,6061
2024-02-04,12:15:00,Sunday,FINCH STATION,SUO,4.0,8.0,N,YU,5601
2024-02-04,12:29:00,Sunday,DAVISVILLE BUILD UP,MUSAN,4.0,8.0,N,YU,5801
2024-02-04,12:45:00,Sunday,WARDEN STATION,MUSC,0.0,0.0,E,BD,5224
2024-02-04,13:03:00,Sunday,EGLINTON STATION,PUOPO,0.0,0.0,S,YU,6066
2024-02-04,14:00:00,Sunday,EGLINTON STATION,PUOPO,3.0,7.0,S,YU,6021
2024-02-04,14:01:00,Sunday,DUPONT STATION,MUPAA,3.0,7.0,S,YU,5531
2024-02-04,14:28:00,Sunday,WARDEN STATION,MUSC,0.0,0.0,W,BD,5224
2024-02-04,14:58:00,Sunday,EGLINTON STATION,PUOPO,0.0,0.0,S,YU,5936
2024-02-04,16:01:00,Sunday,ST GEORGE BD STATION,SUO,18.0,24.0,W,BD,5201
2024-02-04,16:01:00,Sunday,ST GEORGE YUS STATION,SUO,18.0,22.0,N,YU,6031
2024-02-04,16:03:00,Sunday,EGLINTON STATION,PUOPO,3.0,7.0,S,YU,6066
2024-02-04,16:26:00,Sunday,SPADINA YUS STATION,MUIRS,0.0,0.0,S,YU,5761
2024-02-04,17:01:00,Sunday,EGLINTON STATION,PUOPO,8.0,12.0,S,YU,6021
2024-02-04,17:14:00,Sunday,COLLEGE STATION,PUOPO,0.0,0.0,S,YU,6051
2024-02-04,17:54:00,Sunday,ST CLAIR STATION,SUUT,5.0,9.0,S,YU,5841
2024-02-04,18:53:00,Sunday,DUFFERIN STATION,MUPAA,0.0,0.0,E,BD,5291
2024-02-04,19:18:00,Sunday,RUNNYMEDE STATION,SUO,0.0,0.0,W,BD,5258
2024-02-04,21:56:00,Sunday,CHRISTIE STATION,TUSC,0.0,0.0,E,BD,5075
2024-02-04,23:33:00,Sunday,SHEPPARD WEST STATION,SUDP,16.0,22.0,S,YU,5586
2024-02-04,23:40:00,Sunday,KING STATION,MUSAN,6.0,12.0,N,YU,5546
2024-02-04,23:43:00,Sunday,WARDEN STATION,MUSC,0.0,0.0,E,BD,5224
2024-02-04,23:52:00,Sunday,EGLINTON STATION,PUOPO,10.0,16.0,S,YU,5936
2024-02-04,00:33:00,Sunday,SHEPPARD STATION,MUIR,6.0,12.0,N,YU,5751
2024-02-04,00:43:00,Sunday,EGLINTON STATION,PUOPO,6.0,12.0,S,YU,6066
2024-02-04,01:07:00,Sunday,SHEPPARD STATION,MUPAA,0.0,0.0,N,YU,5511
2024-02-04,18:34:00,Sunday,BESSARION STATION,EUSC,0.0,0.0,E,SHP,6171
2024-02-05,06:36:00,Monday,KENNEDY BD STATION,MUPAA,0.0,0.0,W,BD,5092
2024-02-05,07:11:00,Monday,DONLANDS STATION,TUSC,0.0,0.0,E,BD,5042
2024-02-05,07:41:00,Monday,QUEEN'S PARK STATION,TUO,0.0,0.0,N,YU,5856
2024-02-05,07:43:00,Monday,EGLINTON STATION,PUOPO,3.0,6.0,S,YU,6066
2024-02-05,08:04:00,Monday,ISLINGTON STATION,EUSC,0.0,0.0,E,BD,5050
2024-02-05,08:11:00,Monday,EGLINTON STATION,PUOPO,3.0,6.0,S,YU,5801
2024-02-05,08:18:00,Monday,LANSDOWNE STATION,MUI,6.0,8.0,E,BD,5211
2024-02-05,08:24:00,Monday,EGLINTON STATION,PUOPO,0.0,0.0,S,YU,5836
2024-02-05,08:25:00,Monday,BAY STATION,SUDP,3.0,5.0,E,BD,5258
2024-02-05,08:45:00,Monday,ST CLAIR WEST STATION,MUIR,3.0,6.0,N,YU,6106
2024-02-05,08:52:00,Monday,EGLINTON STATION,PUOPO,5.0,8.0,S,YU,6051
2024-02-05,10:24:00,Monday,BLOOR STATION,MUIR,0.0,0.0,S,YU,5593
2024-02-05,10:33:00,Monday,EGLINTON STATION,PUOPO,0.0,0.0,S,YU,5536
2024-02-05,11:27:00,Monday,KIPLING STATION,TUSC,0.0,0.0,W,BD,5269
2024-02-05,11:31:00,Monday,VAUGHAN MC STATION,PUOPO,0.0,0.0,S,YU,5706
2024-02-05,11:35:00,Monday,HIGHWAY 407 STATION,PUOPO,5.0,10.0,S,YU,5706
2024-02-05,12:01:00,Monday,EGLINTON STATION,PUOPO,4.0,9.0,S,YU,5626
2024-02-05,12:11:00,Monday,EGLINTON STATION,PUOPO,3.0,8.0,S,YU,5876
2024-02-05,13:26:00,Monday,OSGOODE STATION,PUOPO,0.0,0.0,S,YU,5901
2024-02-05,15:47:00,Monday,SPADINA YUS STATION,MUI,12.0,15.0,N,YU,5743
2024-02-05,17:30:00,Monday,ST GEORGE BD STATION,MUD,4.0,7.0,E,BD,5020
2024-02-05,17:39:00,Monday,ST GEORGE YUS STATION,MUI,6.0,9.0,S,YU,5961
2024-02-05,19:39:00,Monday,EGLINTON STATION,PUOPO,6.0,10.0,S,YU,6066
2024-02-05,19:42:00,Monday,FINCH STATION,MUPAA,4.0,8.0,S,YU,5861
2024-02-05,19:53:00,Monday,EGLINTON STATION,PUOPO,6.0,10.0,S,YU,5536
2024-02-05,20:18:00,Monday,BLOOR STATION,SUDP,3.0,7.0,S,YU,5536
2024-02-05,20:26:00,Monday,COXWELL STATION,SUDP,5.0,10.0,E,BD,5110
2024-02-05,20:37:00,Monday,EGLINTON STATION,PUOPO,0.0,0.0,S,YU,5906
2024-02-05,20:46:00,Monday,KENNEDY BD STATION,MUIR,5.0,10.0,W,BD,5110
2024-02-05,21:10:00,Monday,FINCH WEST STATION,SUDP,21.0,24.0,N,YU,5781
2024-02-05,21:10:00,Monday,BLOOR STATION,SUO,0.0,0.0,W,YU,5716
2024-02-05,21:54:00,Monday,VICTORIA PARK STATION,SUO,18.0,23.0,E,BD,5262
2024-02-05,22:05:00,Monday,SPADINA YUS STATION,SUO,9.0,14.0,N,YU,5641
2024-02-05,22:26:00,Monday,UNION STATION,SUO,0.0,0.0,N,YU,5801
2024-02-05,22:42:00,Monday,EGLINTON STATION,PUOPO,7.0,12.0,S,YU,6066
2024-02-05,23:37:00,Monday,SPADINA YUS STATION,TUCC,10.0,15.0,S,YU,5641
2024-02-05,00:59:00,Monday,KING STATION,MUSAN,5.0,11.0,N,YU,5866
2024-02-05,01:08:00,Monday,SPADINA YUS STATION,SUDP,5.0,10.0,N,YU,5606
2024-02-05,01:13:00,Monday,FINCH STATION,MUIRS,0.0,0.0,S,YU,5814
2024-02-05,01:13:00,Monday,KENNEDY BD STATION,EUAC,5.0,10.0,E,BD,5041
2024-02-05,07:12:00,Monday,BESSARION STATION,EUSC,0.0,0.0,E,SHP,6171
2024-02-06,05:44:00,Tuesday,EGLINTON STATION,PUOPO,3.0,0.0,S,YU,5629
2024-02-06,06:05:00,Tuesday,KENNEDY BD STATION,PUSI,7.0,14.0,E,BD,5091
2024-02-06,06:09:00,Tuesday,CHRISTIE STATION,MUSC,0.0,0.0,W,BD,5238
2024-02-06,06:46:00,Tuesday,DAVISVILLE STATION,PUOPO,0.0,0.0,S,YU,5936
2024-02-06,06:49:00,Tuesday,WILSON STATION,PUOPO,5.0,8.0,S,YU,5921
2024-02-06,06:55:00,Tuesday,YORKDALE STATION,PUOPO,5.0,8.0,S,YU,5921
2024-02-06,07:32:00,Tuesday,COLLEGE STATION,SUDP,0.0,0.0,S,YU,5386
2024-02-06,07:49:00,Tuesday,SUMMERHILL STATION,SUO,0.0,0.0,S,YU,5741
2024-02-06,07:50:00,Tuesday,CASTLE FRANK STATION,MUIR,4.0,6.0,W,BD,5034
2024-02-06,09:03:00,Tuesday,COLLEGE STATION,MUPAA,5.0,8.0,S,YU,5596
2024-02-06,09:40:00,Tuesday,SHEPPARD STATION,EUDO,15.0,18.0,N,YU,5506
2024-02-06,10:34:00,Tuesday,BLOOR STATION,SUDP,0.0,0.0,S,YU,5836
2024-02-06,10:48:00,Tuesday,MAIN STREET STATION,TUO,0.0,0.0,W,BD,5056
2024-02-06,11:43:00,Tuesday,EGLINTON STATION,PUOPO,7.0,12.0,S,YU,6021
2024-02-06,12:17:00,Tuesday,ISLINGTON STATION,MUO,0.0,0.0,E,BD,5194
2024-02-06,12:38:00,Tuesday,ST GEORGE YUS STATION,SUO,5.0,10.0,N,YU,5731
2024-02-06,13:00:00,Tuesday,KIPLING STATION,TUSC,0.0,0.0,W,BD,5266
2024-02-06,13:20:00,Tuesday,EGLINTON STATION,PUOPO,0.0,0.0,S,YU,5876
2024-02-06,13:36:00,Tuesday,EGLINTON STATION,PUOPO,0.0,0.0,S,YU,5536
2024-02-06,14:00:00,Tuesday,MAIN STREET STATION,SUDP,3.0,7.0,E,BD,5300
2024-02-06,14:16:00,Tuesday,QUEEN'S PARK STATION,PUOPO,3.0,8.0,S,YU,6046
2024-02-06,14:18:00,Tuesday,YONGE BD STATION,SUUT,0.0,0.0,W,BD,5360
2024-02-06,14:24:00,Tuesday,KING STATION,PUOPO,0.0,0.0,S,YU,5711
2024-02-06,14:33:00,Tuesday,ST CLAIR WEST STATION,MUIR,6.0,11.0,N,YU,6061
2024-02-06,14:51:00,Tuesday,WARDEN STATION,TUSC,0.0,0.0,W,BD,5224
2024-02-06,14:59:00,Tuesday,EGLINTON STATION,PUOPO,0.0,0.0,S,YU,6021
2024-02-06,15:16:00,Tuesday,EGLINTON STATION,MUIRS,5.0,10.0,N,YU,5796
2024-02-06,16:10:00,Tuesday,BLOOR STATION,MUIRS,0.0,0.0,S,YU,5836
2024-02-06,16:44:00,Tuesday,CASTLE FRANK STATION,SUDP,0.0,0.0,E,BD,5020
2024-02-06,16:56:00,Tuesday,PAPE STATION,SUDP,0.0,0.0,W,BD,5224
2024-02-06,16:56:00,Tuesday,DUNDAS WEST STATION,EUSC,0.0,0.0,W,BD,5321
2024-02-06,17:21:00,Tuesday,QUEEN STATION,PUOPO,0.0,0.0,S,YU,5516
2024-02-06,17:22:00,Tuesday,WILSON STATION,EUOE,3.0,6.0,S,YU,6081
2024-02-06,17:27:00,Tuesday,OSGOODE STATION,PUOPO,4.0,7.0,S,YU,5746
2024-02-06,18:05:00,Tuesday,DUNDAS STATION,TUO,5.0,8.0,N,YU,5831
2024-02-06,18:10:00,Tuesday,YONGE BD STATION,MUSC,0.0,0.0,E,BD,5103
2024-02-06,18:27:00,Tuesday,VAUGHAN MC STATION,MUI,3.0,6.0,S,YU,6001
2024-02-06,18:38:00,Tuesday,EGLINTON STATION,MUPAA,3.0,6.0,N,YU,6081
2024-02-06,18:50:00,Tuesday,ROYAL YORK STATION,MUSC,4.0,7.0,E,BD,5230
2024-02-06,19:23:00,Tuesday,BLOOR STATION,MUIR,3.0,6.0,N,YU,5916
2024-02-06,19:30:00,Tuesday,KIPLING STATION,TUO,5.0,10.0,E,BD,5262
2024-02-06,19:32:00,Tuesday,SUMMERHILL STATION,PUOPO,0.0,0.0,N,YU,5916
2024-02-06,19:34:00,Tuesday,CASTLE FRANK STATION,SUDP,4.0,9.0,E,BD,5162
2024-02-06,20:31:00,Tuesday,YORK UNIVERSITY STATIO,MUI,27.0,32.0,N,YU,5876
2024-02-06,20:32:00,Tuesday,DUFFERIN STATION,SUO,25.0,30.0,W,BD,5258
2024-02-06,20:37:00,Tuesday,KING STATION,MUDD,9.0,14.0,N,YU,6046
2024-02-06,22:49:00,Tuesday,LANSDOWNE STATION,SUDP,12.0,17.0,W,BD,5096
2024-02-06,23:02:00,Tuesday,YONGE BD STATION,PUTDN,6.0,11.0,E,BD,5086
2024-02-06,23:15:00,Tuesday,OSSINGTON STATION,SUO,3.0,8.0,W,BD,5224
2024-02-06,00:09:00,Tuesday,DUNDAS STATION,SUDP,3.0,8.0,S,YU,5641
2024-02-06,00:34:00,Tuesday,SPADINA YUS STATION,MUIR,3.0,8.0,S,YU,5991
2024-02-06,00:42:00,Tuesday,SHEPPARD WEST STATION,MUPLC,0.0,0.0,S,YU,5746
2024-02-06,01:33:00,Tuesday,KENNEDY BD STATION,EUDO,6.0,11.0,E,BD,5089
2024-02-06,23:45:00,Tuesday,DON MILLS STATION,SUDP,15.0,22.0,E,SHP,6156
2024-02-07,07:34:00,Wednesday,SPADINA YUS STATION,MUIR,4.0,7.0,N,YU,5666
2024-02-07,07:45:00,Wednesday,SPADINA YUS STATION,SUDP,3.0,6.0,N,YU,5996
2024-02-07,08:30:00,Wednesday,DUFFERIN STATION,SUUT,0.0,0.0,E,BD,5086
2024-02-07,08:46:00,Wednesday,BLOOR STATION,MUIR,0.0,0.0,N,YU,5601
2024-02-07,09:39:00,Wednesday,OSSINGTON STATION,TUSC,0.0,0.0,W,BD,5309
2024-02-07,10:01:00,Wednesday,ROYAL YORK STATION,MUSC,0.0,0.0,E,BD,5092
2024-02-07,10:10:00,Wednesday,LANSDOWNE STATION,EUSC,0.0,0.0,W,BD,5321
2024-02-07,10:52:00,Wednesday,SHEPPARD STATION,SUO,0.0,0.0,N,YU,5986
2024-02-07,11:46:00,Wednesday,QUEEN'S PARK STATION,PUOPO,0.0,0.0,S,YU,5866
2024-02-07,11:57:00,Wednesday,BROADVIEW STATION,SUO,0.0,0.0,W,BD,5221
2024-02-07,15:25:00,Wednesday,KIPLING STATION,SUUT,5.0,8.0,W,BD,5159
2024-02-07,15:35:00,Wednesday,FINCH STATION,MUATC,5.0,10.0,S,YU,5391
2024-02-07,15:44:00,Wednesday,OSSINGTON STATION,SUO,0.0,0.0,E,BD,5262
2024-02-07,15:48:00,Wednesday,DUFFERIN STATION,SUO,3.0,6.0,W,BD,5254
2024-02-07,16:20:00,Wednesday,YORK MILLS STATION,SUDP,0.0,0.0,S,YU,5626
2024-02-07,16:31:00,Wednesday,EGLINTON STATION,SUDP,3.0,8.0,S,YU,5626
2024-02-07,17:05:00,Wednesday,FINCH STATION,EUO,3.0,6.0,S,YU,5561
2024-02-07,17:10:00,Wednesday,QUEEN'S PARK STATION,PUOPO,4.0,7.0,N,YU,5591
2024-02-07,17:16:00,Wednesday,SHEPPARD STATION,MUIR,5.0,8.0,N,YU,5546
2024-02-07,17:28:00,Wednesday,KENNEDY BD STATION,MUIRS,0.0,0.0,W,BD,5223
2024-02-07,17:39:00,Wednesday,PIONEER VILLAGE STATIO,PUOPO,0.0,0.0,S,YU,5121
2024-02-07,18:07:00,Wednesday,DUFFERIN STATION,MUIRS,0.0,0.0,E,BD,5048
2024-02-07,19:26:00,Wednesday,FINCH STATION,SUAP,3.0,6.0,S,YU,5871
2024-02-07,20:01:00,Wednesday,KIPLING STATION,PUCSS,0.0,0.0,W,BD,5008
2024-02-07,20:25:00,Wednesday,JANE STATION,MUIR,13.0,18.0,E,BD,5059
2024-02-07,23:01:00,Wednesday,DUNDAS WEST STATION,SUAP,0.0,0.0,W,BD,5282
2024-02-07,23:43:00,Wednesday,SUMMERHILL STATION,SUDP,0.0,0.0,N,YU,5671
2024-02-07,01:15:00,Wednesday,DUNDAS STATION,SUDP,3.0,8.0,S,YU,5691
2024-02-07,01:33:00,Wednesday,SHEPPARD WEST STATION,MUI,17.0,22.0,S,YU,5881
2024-02-07,11:10:00,Wednesday,SHEPPARD-YONGE STATION,SUO,7.0,14.0,E,SHP,6151
2024-02-07,11:22:00,Wednesday,BAYVIEW STATION,PUOPO,4.0,11.0,E,SHP,6161
2024-02-07,19:50:00,Wednesday,DON MILLS STATION,SUPOL,10.0,17.0,W,SHP,6166
2024-02-08,05:46:00,Thursday,EGLINTON STATION,MUO,5.0,10.0,N,YU,5606
2024-02-08,05:56:00,Thursday,COLLEGE STATION,PUTWZ,5.0,0.0,S,YU,6081
2024-02-08,06:02:00,Thursday,ST CLAIR WEST STATION,PUTWZ,3.0,0.0,S,YU,5991
2024-02-08,06:12:00,Thursday,ST GEORGE YUS STATION,PUTWZ,12.0,0.0,S,YU,5831
2024-02-08,06:22:00,Thursday,UNION STATION,PUTWZ,21.0,0.0,N,YU,5641
2024-02-08,07:09:00,Thursday,OLD MILL STATION,TUMVS,0.0,0.0,W,BD,5323
2024-02-08,07:38:00,Thursday,WELLESLEY STATION,MUIS,0.0,0.0,N,YU,5656
2024-02-08,07:59:00,Thursday,ST GEORGE YUS STATION,SUDP,6.0,12.0,N,YU,5531
2024-02-08,08:11:00,Thursday,SPADINA YUS STATION,SUO,0.0,0.0,N,YU,5786
2024-02-08,08:13:00,Thursday,SPADINA BD STATION,SUO,0.0,0.0,W,BD,5039
2024-02-08,08:44:00,Thursday,QUEEN STATION,MUIR,5.0,8.0,S,YU,5651
2024-02-08,10:11:00,Thursday,CHRISTIE STATION,SUUT,6.0,10.0,E,BD,5063
2024-02-08,10:23:00,Thursday,UNION STATION,SUDP,4.0,7.0,S,YU,6091
2024-02-08,10:27:00,Thursday,QUEEN STATION,SUO,7.0,10.0,N,YU,5431
2024-02-08,11:17:00,Thursday,ROSEDALE STATION,TUATC,0.0,0.0,N,YU,6091
2024-02-08,12:05:00,Thursday,UNION STATION,SUO,0.0,0.0,N,YU,5616
2024-02-08,13:16:00,Thursday,LAWRENCE WEST STATION,EUNT,6.0,11.0,S,YU,5431
2024-02-08,14:45:00,Thursday,ST CLAIR STATION,MUATC,5.0,10.0,N,YU,5556
2024-02-08,15:00:00,Thursday,BLOOR STATION,SUDP,3.0,8.0,S,YU,5876
2024-02-08,15:39:00,Thursday,COLLEGE STATION,SUDP,6.0,11.0,S,YU,5551
2024-02-08,16:08:00,Thursday,BAY STATION,SUO,6.0,9.0,W,BD,5077
2024-02-08,16:21:00,Thursday,DUFFERIN STATION,MUO,3.0,6.0,W,BD,5077
2024-02-08,17:51:00,Thursday,HIGH PARK STATION,MUIR,0.0,0.0,W,BD,5212
2024-02-08,18:42:00,Thursday,SPADINA YUS STATION,SUDP,30.0,33.0,N,YU,5416
2024-02-08,20:06:00,Thursday,HIGHWAY 407 STATION,SUO,24.0,29.0,N,YU,6121
2024-02-08,20:21:00,Thursday,SHEPPARD WEST STATION,MUSAN,5.0,10.0,S,YU,5601
2024-02-08,20:46:00,Thursday,BLOOR STATION,SUAP,0.0,0.0,N,YU,6091
2024-02-08,20:46:00,Thursday,YONGE BD STATION,SUO,0.0,0.0,W,BD,5205
2024-02-08,21:17:00,Thursday,KENNEDY BD STATION,SUPOL,6.0,12.0,W,BD,5298
2024-02-08,21:30:00,Thursday,SHEPPARD WEST STATION,SUDP,0.0,0.0,N,YU,5756
2024-02-08,22:19:00,Thursday,KIPLING STATION,MUTO,5.0,10.0,E,BD,5264
2024-02-08,22:38:00,Thursday,WARDEN STATION,SUO,4.0,9.0,W,BD,5020
2024-02-08,23:24:00,Thursday,QUEEN STATION,PUOPO,0.0,0.0,S,YU,5501
2024-02-08,23:46:00,Thursday,BROADVIEW STATION,SUUT,0.0,0.0,E,BD,5258
2024-02-08,23:57:00,Thursday,DUNDAS STATION,SUUT,5.0,10.0,N,YU,5811
2024-02-08,01:04:00,Thursday,WELLESLEY STATION,SUO,3.0,8.0,N,YU,6131
2024-02-08,06:01:00,Thursday,SHEPPARD-YONGE STATION,SUUT,6.0,13.0,W,SHP,6156
2024-02-08,15:55:00,Thursday,DON MILLS STATION,TUO,5.0,12.0,W,SHP,6186
2024-02-09,05:50:00,Friday,GREENWOOD STATION,EUYRD,7.0,12.0,E,BD,5353
2024-02-09,05:55:00,Friday,KEELE STATION,SUG,3.0,8.0,W,BD,5329
2024-02-09,06:18:00,Friday,EGLINTON STATION,MUO,3.0,6.0,N,YU,5631
2024-02-09,07:21:00,Friday,BLOOR STATION,SUDP,0.0,0.0,S,YU,6011
2024-02-09,08:11:00,Friday,BLOOR STATION,SUDP,3.0,6.0,S,YU,5971
2024-02-09,08:12:00,Friday,LAWRENCE STATION,TUSET,5.0,8.0,N,YU,5716
2024-02-09,08:24:00,Friday,BLOOR STATION,SUDP,0.0,0.0,S,YU,6061
2024-02-09,09:03:00,Friday,OLD MILL STATION,SUDP,5.0,7.0,W,BD,5246
2024-02-09,09:08:00,Friday,FINCH STATION,PUOPO,0.0,0.0,S,YU,5771
2024-02-09,09:13:00,Friday,NORTH YORK CTR STATION,PUOPO,3.0,6.0,S,YU,5771
2024-02-09,09:24:00,Friday,COLLEGE STATION,SUDP,4.0,7.0,S,YU,6136
2024-02-09,12:03:00,Friday,KEELE STATION,MUSC,0.0,0.0,W,BD,5046
2024-02-09,12:15:00,Friday,KENNEDY BD STATION,SUO,34.0,38.0,W,BD,5366
2024-02-09,13:39:00,Friday,YONGE BD STATION,SUO,0.0,0.0,E,BD,5228
2024-02-09,16:04:00,Friday,EGLINTON WEST STATION,MUPAA,4.0,9.0,N,YU,5901
2024-02-09,16:38:00,Friday,EGLINTON STATION,SUO,4.0,7.0,N,YU,6046
2024-02-09,16:48:00,Friday,DUFFERIN STATION,EUNT,0.0,0.0,W,BD,5314
